comentario,Agresividad,Ofensa,Ideología,Constructividad,Empatía,Diálogo,Total,Catg,Catg  
Por culpa de Evo Morales abra la segunda vuelta...,60.0,55.0,75.0,25.0,20.0,20.0,68.25,-1.0,
Son iguales de burros,70.0,65.0,80.0,15.0,10.0,10.0,77.5,-1.0,
En la !Gnor4nci4 son como dos gotas de agua suci4 jjajajajaja,65.0,60.0,75.0,20.0,15.0,15.0,72.5,-1.0,
La misma kk,80.0,75.0,85.0,10.0,10.0,10.0,83.75,-1.0,
Gemelos dementes .,65.0,60.0,75.0,20.0,15.0,15.0,72.5,-1.0,
"Parecen clonados por canallas...vividores ,cínicos ...son identicos",70.0,65.0,85.0,15.0,10.0,10.0,78.25,-1.0,
Llokhalla de mmmm callate masiburro apremde hablar español en en CEMA,75.0,70.0,80.0,15.0,10.0,10.0,79.75,-1.0,
Llocalla. Lanve votas. Llorón te. Espera. Chochoco,65.0,60.0,75.0,20.0,15.0,15.0,72.5,-1.0,
Red uno y otros son capitalistas y siempre hablaran mal del indio,70.0,65.0,85.0,15.0,10.0,10.0,78.25,-1.0,
Jamás puede ser Lara higual a evo porque evo es ratero maliante,80.0,75.0,90.0,10.0,10.0,10.0,84.5,-1.0,
Son la misma M,80.0,75.0,85.0,10.0,10.0,10.0,83.75,-1.0,
Paz Lara Presidente,10.0,5.0,50.0,80.0,75.0,75.0,20.0,1.0,
"Claro, no hay ningún parentesco, no es como si ambos hablarán en tercera persona...",15.0,10.0,50.0,80.0,75.0,75.0,22.25,1.0,
"DIOS SALVE A BOLIVIA , AMÉN",10.0,5.0,50.0,85.0,80.0,80.0,18.0,1.0,
Este tipo me revienta más hígado maldito coolooo,70.0,65.0,85.0,15.0,10.0,10.0,78.25,-1.0,
Cómo van a comparar una llama con un toro o es lo mismo,65.0,60.0,75.0,20.0,15.0,15.0,72.5,-1.0,
Todos los laris en contacto unidos x siempre,10.0,5.0,50.0,80.0,75.0,75.0,20.0,1.0,
Estará ciego y sordo entonces,65.0,60.0,80.0,15.0,10.0,10.0,75.25,-1.0,
El otro es blanco y el otro es negro es esa la diferencia solo eso,15.0,10.0,50.0,80.0,75.0,75.0,22.25,1.0,
Son las mmmmm,70.0,65.0,85.0,15.0,10.0,10.0,78.25,-1.0,
Uno es caca negra hedionda y el otro es diarrea amarilla y el más es cacacha seca,80.0,75.0,85.0,10.0,10.0,10.0,83.75,-1.0,
Cual MAS ???,65.0,60.0,75.0,20.0,15.0,15.0,72.5,-1.0,
No son iguales pero son la misma 💩💩💩💩💩m....... ,75.0,70.0,85.0,15.0,10.0,10.0,80.5,-1.0,
Si hablan las mismas barreras jajaja,60.0,55.0,75.0,25.0,20.0,20.0,68.25,-1.0,
Red uno informe no desinforme no es MAS,10.0,5.0,50.0,80.0,75.0,75.0,20.0,1.0,
Ambos son g1l3s cuando habré sus bocas,65.0,60.0,75.0,20.0,15.0,15.0,72.5,-1.0,
Evo y Lara es la misma 💩💩💩💩 de porquería,80.0,75.0,90.0,10.0,10.0,10.0,84.5,-1.0,
"Cuando nó Loza, la mujer de Evo Morales defendiendo a su hombre 🤦‍♂️",70.0,65.0,85.0,15.0,10.0,10.0,78.25,-1.0,
"Si son identicos, tal para cual todos con discursos populistas",70.0,65.0,85.0,15.0,10.0,10.0,78.25,-1.0,
Nunca pues va a ser igual porque Evo es más tonto narco ratero violador,85.0,80.0,90.0,10.0,10.0,10.0,86.75,-1.0,
Cómo van a comparar un persona responsable trabajadr hogareño con el violadr de niñs,80.0,75.0,85.0,10.0,10.0,10.0,83.75,-1.0,
Ahora k dicen aparecio otro decian aique iliminar a Evo con eso se acaba todo...,70.0,65.0,80.0,15.0,10.0,10.0,77.5,-1.0,
Pero está vez con maduro dura. Que es eso de ser bueno con los malagradecidos.,65.0,60.0,75.0,20.0,15.0,15.0,72.5,-1.0,
Lara es correcto y Evo es incorrecto como se van igualar pues chico,15.0,10.0,50.0,80.0,75.0,75.0,22.25,1.0,
Estos porque opinan si no existen ellos desaparecieron el 17 de agosto,15.0,10.0,50.0,80.0,75.0,75.0,22.25,1.0,
TUTO PRESIDENTE 🇧🇴 🙌,10.0,5.0,50.0,85.0,80.0,80.0,18.0,1.0,
Claro qe no son iguales evo es pedofilo y narco,85.0,80.0,90.0,10.0,10.0,10.0,86.75,-1.0,
Y los bonos 😎👀,15.0,10.0,50.0,80.0,75.0,75.0,22.25,1.0,
"Totalmente de acuerdo que no son iguales... evo es ESTUPRO y lara no es, evo es NARCO y el lara no es",85.0,80.0,90.0,10.0,10.0,10.0,86.75,-1.0,
Lara será mejor que evo. Y Le quitará al pueblo indígena eso es un hecho...,10.0,5.0,50.0,80.0,75.0,75.0,20.0,1.0,
"Jajajjj cadaveres,no tal nacionalización, tiraron y siguen desmantelando a la Patria bolivia",70.0,65.0,80.0,15.0,10.0,10.0,77.5,-1.0,
"Los dos llorones ,Evo 1 y Evo 2",70.0,65.0,80.0,15.0,10.0,10.0,77.5,-1.0,
Masistas violadores ladrones narcos,85.0,80.0,90.0,10.0,10.0,10.0,86.75,-1.0,
Son iguales la misma muerda,80.0,75.0,90.0,10.0,10.0,10.0,84.5,-1.0,
"Claro, demasiado tarde, ya están identificado con el masismo, nunca más con el masistas larista.",70.0,65.0,80.0,15.0,10.0,10.0,77.5,-1.0,
Lara es evista dictadura sindical del chapare,75.0,70.0,85.0,15.0,10.0,10.0,80.5,-1.0,
Obvio que no se parecen nada. A Evo le gustan de 15 años a Lara le gustan sentenciadas a 15 años,70.0,65.0,80.0,15.0,10.0,10.0,77.5,-1.0,
La red uno se hace el Opao o está provocando a los militantes del Instrumento Político EVO - Pueblo?,60.0,55.0,75.0,20.0,15.0,15.0,70.25,-1.0,
Si creen indígenas pero son más racistas,65.0,60.0,80.0,15.0,10.0,10.0,75.25,-1.0,
Obvio no se puede comparar uno es narco pedofilo y el otro un Paquito despistado,85.0,80.0,90.0,10.0,10.0,10.0,86.75,-1.0,
A este HDP amarrahuato callejón oscuro 🧨,75.0,70.0,85.0,15.0,10.0,10.0,80.5,-1.0,
Ya sabemos que está con Evo ese paco,65.0,60.0,80.0,15.0,10.0,10.0,75.25,-1.0,
Victor Aguilar,10.0,5.0,50.0,80.0,75.0,75.0,20.0,1.0,
Paz y Lara presidente del bolivia no queríamos extranjeros,70.0,65.0,80.0,10.0,10.0,10.0,78.5,-1.0,
Sigue participando...bruto quiroga!!!,80.0,75.0,85.0,10.0,10.0,10.0,83.75,-1.0,
Huevón el alto no lo necesita...🫵🫵,80.0,75.0,85.0,10.0,10.0,10.0,83.75,-1.0,
Faltaría que quiera alquilar ese vende patria,85.0,80.0,90.0,10.0,10.0,10.0,86.75,-1.0,
Tan viejo espero sea su último intento de ser presidente...,15.0,10.0,55.0,85.0,80.0,80.0,21.0,1.0,
BIEN A SEGUIR ADELANTE TUTO PRESIDENTE HASTA EL TRIUNFO,10.0,5.0,50.0,85.0,80.0,80.0,18.0,1.0,
Sabemos sus verdaderas intenciones,15.0,10.0,50.0,80.0,75.0,75.0,22.25,1.0,
Tutoooo presidente ❤️💛💚,10.0,5.0,50.0,85.0,80.0,80.0,18.0,1.0,
Me decepciona que diga el Alto y que hay de las otras ciudades?... ,15.0,10.0,55.0,80.0,75.0,75.0,23.0,1.0,
Rodrigo presidente!!!,10.0,5.0,50.0,85.0,80.0,80.0,18.0,1.0,
Paz propuso eso y más.....y este Kiko o tuto se copia...,15.0,10.0,55.0,80.0,75.0,75.0,23.0,1.0,
Petrogas privatizar las empresas litio regalar a otros gobiernos el agua etc etc,85.0,80.0,90.0,10.0,10.0,10.0,86.75,-1.0,
Dios bendiga a mi futuro. Presidente tuto,10.0,5.0,50.0,85.0,80.0,80.0,18.0,1.0,
El Alto se va a beneficiar como NUNCA va ser una Zona Franca ygual q Iquique,15.0,10.0,55.0,80.0,75.0,75.0,23.0,1.0,
Pregunta sera para Red Uno ¿Es propaganda o noticia?,15.0,10.0,50.0,80.0,75.0,75.0,22.25,1.0,
Chau tuto,65.0,60.0,75.0,20.0,15.0,15.0,72.5,-1.0,
Esa propuesta por lo menos está muy bien por parte Alianza Libre junto al binomio Tuto Quiroga Ramírez y JP Velasco...,15.0,10.0,55.0,80.0,75.0,75.0,23.0,1.0,
Es con Tuto y JP! Esa es la dupla que me da confianza por este país,10.0,5.0,50.0,85.0,80.0,80.0,18.0,1.0,
Dios lo bendiga infinitamente señor Tuto Quiroga,10.0,5.0,50.0,85.0,80.0,80.0,18.0,1.0,
Este cabrn ya me emput cuanto paga para salir en los medios de comunicacion,80.0,75.0,85.0,10.0,10.0,10.0,83.75,-1.0,
"Es es un excelente proyecto, ojalá se haga realidad.",10.0,5.0,50.0,85.0,80.0,80.0,18.0,1.0,
A esta rrata los únicos que lo creen sus cuentos son los periodistas y medios televisivos,80.0,75.0,85.0,10.0,10.0,10.0,83.75,-1.0,
Tuto presidente,10.0,5.0,50.0,85.0,80.0,80.0,18.0,1.0,
La 16de julio 😅😅😅 tuto es un pajpaku,70.0,65.0,80.0,15.0,10.0,10.0,77.5,-1.0,
TUTO PRESIDENTE 🇧🇴 👍 💪,10.0,5.0,50.0,85.0,80.0,80.0,18.0,1.0,
TUTO PRECIDENTE,10.0,5.0,50.0,85.0,80.0,80.0,18.0,1.0,
Nunca en la vida votaría por un tipo que jamás en su vida supo crear un sustento para su propia economía...,85.0,80.0,90.0,10.0,10.0,10.0,86.75,-1.0,
Llegado el momento este tipo no cumplira,75.0,70.0,85.0,10.0,10.0,10.0,81.5,-1.0,
Todo es bla bla de este Kiko con tal de obtener votos,70.0,65.0,80.0,15.0,10.0,10.0,77.5,-1.0,
"Este gringuin Kiquin,se olvidara de el Alto una ves q,sea presidente",80.0,75.0,85.0,10.0,10.0,10.0,83.75,-1.0,
Corrupto,85.0,80.0,90.0,10.0,10.0,10.0,86.75,-1.0,
Todos los Larilovers por favor informense da vergüenza ajena...,70.0,65.0,80.0,15.0,10.0,10.0,77.5,-1.0,
A esta rrata solo les creen los periodistas,80.0,75.0,85.0,10.0,10.0,10.0,83.75,-1.0,
Todo puede prometer menos cumplir y trabajar ese bende patria no trabaja bendio ypfb de esa empresa resibe aora que bendera para su renta,85.0,80.0,90.0,10.0,10.0,10.0,86.75,-1.0,
Las macanas que hablan estos politicos brutos.,80.0,75.0,85.0,10.0,10.0,10.0,83.75,-1.0,
Cuanto vasa cobrar x litro de agua vende patria,75.0,70.0,85.0,15.0,10.0,10.0,80.5,-1.0,
Corrupto,85.0,80.0,90.0,10.0,10.0,10.0,86.75,-1.0,
Ojalá sea jurado para anular los votos de lara y paz,75.0,70.0,85.0,15.0,10.0,10.0,80.5,-1.0,
Ya comienza las divisiones,65.0,60.0,75.0,20.0,15.0,15.0,72.5,-1.0,
Y el Beni ... Se nota que solo le interesan los votos...,70.0,65.0,80.0,15.0,10.0,10.0,77.5,-1.0,
Vamos con paz y capitán lara,10.0,5.0,50.0,85.0,80.0,80.0,18.0,1.0,
Red uno es de kewa,65.0,60.0,75.0,20.0,15.0,15.0,72.5,-1.0,
Bolivia despierta luchen por sus hijos y familia 🙏🙏,10.0,5.0,50.0,85.0,80.0,80.0,18.0,1.0,
Tuto Presidente,10.0,5.0,50.0,85.0,80.0,80.0,18.0,1.0,
Para este Bruto El Alto es campo o provincia,75.0,70.0,85.0,15.0,10.0,10.0,80.5,-1.0,
Hay miedo😁,70.0,65.0,80.0,15.0,10.0,10.0,77.5,-1.0,
De gana propone y nunca va cumplir este astuto,75.0,70.0,85.0,15.0,10.0,10.0,80.5,-1.0,
Que ba ser,65.0,60.0,75.0,20.0,15.0,15.0,72.5,-1.0,
Prometen de todo para entrar al gobierno... Ladrones,85.0,80.0,90.0,10.0,10.0,10.0,86.75,-1.0,
TUTO NUESTRO FUTURO PRESIDENTE DE TODOS LOS BOLIVIANOS VICE JP,10.0,5.0,50.0,85.0,80.0,80.0,18.0,1.0,
Seguro el alto nomás existe en bolivia...,75.0,70.0,85.0,15.0,10.0,10.0,80.5,-1.0,
Tutin lo primero es completar la doble vía oriente occidente...,10.0,5.0,50.0,85.0,80.0,80.0,18.0,1.0,
POLOS DE DESARROLLO. LO QUE MAS NECESITAMOS,10.0,5.0,50.0,85.0,80.0,80.0,18.0,1.0,
"cuando son candidatos prometen de todo, solo recuerden cuando fue candidato a vice en 2000,...",10.0,5.0,50.0,85.0,80.0,80.0,18.0,1.0,
Pura boca,70.0,65.0,80.0,15.0,10.0,10.0,77.5,-1.0,
NO AHORA EL 2026,10.0,5.0,50.0,85.0,80.0,80.0,18.0,1.0,
ES CON TUTO Y JP 🇧🇴,10.0,5.0,50.0,85.0,80.0,80.0,18.0,1.0,
Si todos respaldamos con el apoyo total Rodrigo Paz y Capitan Lara ganador,10.0,5.0,50.0,85.0,80.0,80.0,18.0,1.0,
Mentira es,80.0,75.0,85.0,10.0,10.0,10.0,83.75,-1.0,
Mamón,80.0,75.0,85.0,10.0,10.0,10.0,83.75,-1.0,
Kiko. Prometes cosas q nunca. Cumplirás.,85.0,80.0,90.0,10.0,10.0,10.0,86.75,-1.0,
"Mentira, el plan es robar",85.0,80.0,90.0,10.0,10.0,10.0,86.75,-1.0,
TUTO PRESIDENTE VIVA BOLIVIA 🇧🇴,10.0,5.0,50.0,85.0,80.0,80.0,18.0,1.0,
Este tipo despues de masacrar al alto ahora pide apoyo ..Que cosas no ?,75.0,70.0,85.0,15.0,10.0,10.0,80.5,-1.0,
SOLO CON TUTO EL ALTO MODERNO,10.0,5.0,50.0,85.0,80.0,80.0,18.0,1.0,
Tuto presidente,10.0,5.0,50.0,85.0,80.0,80.0,18.0,1.0,
Se ba ala mda.este rata a chonchocoro,85.0,80.0,90.0,10.0,10.0,10.0,86.75,-1.0,
Todo lo que diga la derecha es mentira,75.0,70.0,85.0,15.0,10.0,10.0,80.5,-1.0,
Tuto =miseria hambre saqueo asesinato más pobreza,85.0,80.0,90.0,10.0,10.0,10.0,86.75,-1.0,
Tuto Presidente,10.0,5.0,50.0,85.0,80.0,80.0,18.0,1.0,
El 2050,10.0,5.0,50.0,85.0,80.0,80.0,18.0,1.0,
Tuto -8% según las últimas encuestas,15.0,10.0,55.0,80.0,75.0,75.0,23.0,1.0,
"Por que no trabaja, no conoce El Alto ni a su gente, pronto le suspenderán su renta de 27 000Bs. E irá a prestarse de Evo...",85.0,80.0,90.0,10.0,10.0,10.0,86.75,-1.0,
Nosotros y toda la gente bamos apoyar a Paz y Lara,10.0,5.0,50.0,85.0,80.0,80.0,18.0,1.0,
"Éste entra y vende todo, dejando a miles de trabajadores desempleados y a sus familias en la pobreza",85.0,80.0,90.0,10.0,10.0,10.0,86.75,-1.0,
Eso es mentira pura,70.0,65.0,80.0,15.0,10.0,10.0,77.5,-1.0,
Nació en España,10.0,5.0,50.0,85.0,80.0,80.0,18.0,1.0,
Binomio ganador Paz y Lara,10.0,5.0,50.0,85.0,80.0,80.0,18.0,1.0,
Dijo cada uno será propietario de su puesto haber si hará cumplir en la feria en el Alto,15.0,10.0,55.0,80.0,75.0,75.0,23.0,1.0,
Primero quiere privatizar todas las empresas ahora propone esto algo no está cuadrando bien tuto eres muy demagogo,85.0,80.0,90.0,10.0,10.0,10.0,86.75,-1.0,
Sueña ganar el extranjero .no totaria ni loca para este tipo,70.0,65.0,80.0,15.0,10.0,10.0,77.5,-1.0,
Este sonso ni para el mismo no puede crear la economia el no tiene ni un negocio empresa o trabajo...,85.0,80.0,90.0,10.0,10.0,10.0,86.75,-1.0,
TUTO Y AÑEZ ASESIMOS,85.0,80.0,90.0,10.0,10.0,10.0,86.75,-1.0,
"SIMPLEMENTE UNA DIVERSION ESCUCHAR LAS OFERTAS ELECTORALES DE TUTO, COMO UNA DESESPERACION ÚNICA, DE UN PULVERIZANTE VICTORIA DE RODRIGO PAZ-LARA.",15.0,10.0,55.0,80.0,75.0,75.0,23.0,1.0,
Fuerza compañero que yo votaré por tuto Quiroga presidente,10.0,5.0,50.0,85.0,80.0,80.0,18.0,1.0,
Tuto presidente...!!!,10.0,5.0,50.0,85.0,80.0,80.0,18.0,1.0,
TUTOOOOOO PRESIDENTE,10.0,5.0,50.0,85.0,80.0,80.0,18.0,1.0,
Tuto eres nuestro presidente,10.0,5.0,50.0,85.0,80.0,80.0,18.0,1.0,
No tienes apoyo capitán Lara te ganará,65.0,60.0,75.0,20.0,15.0,15.0,72.5,-1.0,
Tuto no le interesa bolivia x q no trabaja en nuestro pais es un jipi bagavundo q trata de gobernar es un espia de EEUU cm no va ser gobierno asi traquilos,85.0,80.0,90.0,10.0,10.0,10.0,86.75,-1.0,
Cerdo demagogo,85.0,80.0,90.0,10.0,10.0,10.0,86.75,-1.0,
Demagogia más demagogia,80.0,75.0,85.0,10.0,10.0,10.0,83.75,-1.0,
Tuto presidente 20 años sin futuro con mucha pobreza con el mas y queremos seguir apoyando a paz y lara,15.0,10.0,55.0,80.0,75.0,75.0,23.0,1.0,
Tuto Presidente,10.0,5.0,50.0,85.0,80.0,80.0,18.0,1.0,
Por eso se necesita de una planificación estatal de todas las necesidades y potenciales de la población...,15.0,10.0,55.0,80.0,75.0,75.0,23.0,1.0,
Voto INTELIGENTE!! TUTO PRESIDENTE!!,10.0,5.0,50.0,85.0,80.0,80.0,18.0,1.0,
Tuto presidente,10.0,5.0,50.0,85.0,80.0,80.0,18.0,1.0,
Tuto presidente,10.0,5.0,50.0,85.0,80.0,80.0,18.0,1.0,
Opa ms opa sale jp ms opa tanvien 😄,10.0,5.0,50.0,85.0,80.0,80.0,18.0,1.0,
todo promete miércoles,70.0,65.0,80.0,15.0,10.0,10.0,77.5,-1.0,
No más puras habladurías para pelear cero soluciones y plan de gobierno. Y 100% seguro de que sale limpio como en todos los procesos que le metieron xq no hay justificación legal que valga sin cumplir la ley jaja,85.0,80.0,85.0,5.0,0.0,5.0,88.5,-1.0,
Rodrigo Paz Se hace al Gil .,75.0,70.0,80.0,15.0,10.0,20.0,78.75,-1.0,
Tus días serán cortas..novato..,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0,
Atrevidooooooo,70.0,65.0,75.0,20.0,15.0,25.0,73.75,-1.0,
"No es necesario ser político para entender lo que pasó, pues todo el parlamento era del MAS y si no lo sacaban del país Evo seguiría siendo el presidente puesto que sus parlamentarios nunca le hubieran aceptado su renuncia.",75.0,70.0,80.0,15.0,10.0,20.0,78.75,-1.0,
Esta bien que TUTO a preferido que salga del pais por que estos masistas tenian otras intenciones si se quedaba en el pais y cual es el problema rodrigo si esta ligado a evo eso es lo peor de rodrigo que deberia ser mas valiente y reconcer que si esta apoyado por evo mas bien por que no dice nada sobre su vice que anda ofreciendo todo como si el fuera e candidato a la precidencia,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0,
Una buena estrategia ..,85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0,
Sobre la explicación técnica para la salida de Evo.. es tan simple... que lea un poco Rodrigo Paz para poder entender.... da pena... cuando se de cuenta de este su comentario... quiero ver su cara,90.0,85.0,90.0,5.0,0.0,5.0,91.5,-1.0,
"En 2019 Bolivia, estaba al borde del caos. SI Evo se quedaba, hoy no habría elecciones ni democracia. La salida de Evo era necesaria para devolverle al pueblo la posibilidad de decidir",80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0,
A la hora D se esconderá este gallinazo,75.0,70.0,80.0,15.0,10.0,20.0,78.75,-1.0,
También al que apoyó a su reelección :v,70.0,65.0,80.0,20.0,15.0,25.0,74.5,-1.0,
"Al puro estilo EVISTA, armando casos.",85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0,
Todos sabemos porque lo sacarona Evo de Bolivia (renuncia aceptada). El único que se hace al loco es este Paz (maleante). Con esto se confirma la clase de persona que es Paz,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0,
"Yo vote x tuto, pero ganará lara, x culpa de Samuel y tuto",75.0,70.0,80.0,15.0,10.0,20.0,78.75,-1.0,
Es mucho 🫏,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0,
"Y no nos interesa Evo, tuto, o alguien con quien tiene conflicto personales.",85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0,
Pobre perro si no va a llegar a nada tuto presidente carajo,70.0,65.0,80.0,20.0,15.0,25.0,74.5,-1.0,
Infame!!!!! Porque no lo denuncio en su momento??,75.0,70.0,85.0,15.0,10.0,20.0,79.5,-1.0,
No dejemos que gane ese lara y rodrigo son unos inutiles nos van a llevar a la quiebra igual q cuba y venezuela,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0,
EVO MORALES hizo mega fraude el 2019 y gracias a ésa persona que ayudó para sacar la basura del país porque se estaba perfilando una sinverguenza dictadura socialista similar a la de Venezuela,85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0,
Este si es una persona terrible increible está con los masistas,90.0,85.0,90.0,5.0,0.0,5.0,91.5,-1.0,
"Jajajaja que vergüenza, es claro ejemplo de que no tiene ni idea de lo que dice la constitución de este país! Si Evo no abandonaba sus funciones, no había forma de sacarlo. Su renuncia tenía que ser aprobada y ninguna entidad del estado era independiente. No aprobarían su renuncia! Era su plan para perpetuarse en el poder! Tuto dió las vías necesarias para que se largue y así por vacío de poder se recurriría a sucesión constitucional! Están desesperados por aferrarse al poder, por eso recurren a acusaciones falsas, al POPULISMO. Necesitamos un cambio, necesitamos recuperar la economía, y por ende gente capacitada para hacerlo! No dos peleles que uno habla sin pensar y el otro dejó casi en la ruina a Tarija!",80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0,
Rodrigo paz usted es un peligro para la juventud para las menores de edad por delincuente por masista corudto delincuente no se dejen en gañar ojo no queremos Venezuela no queremos Cuba no queremos Venezuela en el socialismo,75.0,70.0,80.0,15.0,10.0,20.0,78.75,-1.0,
"El delito es el fraude lo que pasó después es la consecuencia, así que Evo es culpable por los muertos de Sacaba y Senkata, sin fraude no había muertos.",70.0,65.0,80.0,20.0,15.0,25.0,74.5,-1.0,
Si procesan a Evo tienen que procesar a todos como a tuto y Camacho y pumari los chupas de Evo y sus ministros y todo el clan de Añez la justicia tiene que llegar para todos,85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0,
"Ya lo explico, a nivel nacional, para que se haga realidad la renuncia, la asamblea tenía que aceptar o bien el huido, tener que irse fuera del país... Cómo le gusta marear la perdiz a este señor BLA BLA Y nadie dice nada",80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0,
"Pero bien que el apoyaba el si a la re re reelección, no te conviene debatir eso porque tuto te va a trapear.",75.0,70.0,80.0,15.0,10.0,20.0,78.75,-1.0,
Se ve que no conoce nada referente a lo sucedido ; ni siquiera las leyes,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0,
Fue una decisión inteligente sacarlo del país al pedófilo por eso Tuto presidente.,85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0,
El fraude no existió es provocado por tuto quiroga para dar golpe de estado con camacho..,70.0,65.0,80.0,20.0,15.0,25.0,74.5,-1.0,
Y vos saqueaste la alcaldia de Tja,75.0,70.0,85.0,15.0,10.0,20.0,79.5,-1.0,
La verdad q nunca se vio a este Sr como q bajo de la luna,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0,
Hay Rodrigo tanta fe que te tenía ... Y resultaste ser el Andronico 2.0...,85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0,
"Ya no repitas lo mismo, parece que no tenes otra cosa que decir, pareces disco rayado.",90.0,85.0,90.0,5.0,0.0,5.0,91.5,-1.0,
Tenés cara de diablo Rodrigo Paz,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0,
no hay confianza en estos masistas solo lo dicen para quedae bien,75.0,70.0,80.0,15.0,10.0,20.0,78.75,-1.0,
Y este era diputado y nunca dijo nada en su momento sí vergüenza masista y si no salía del país el innombrable se quedaba para siempre como Chávez en Venezuela,70.0,65.0,80.0,20.0,15.0,25.0,74.5,-1.0,
Ladron,85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0,
No se treta quien puso el avión e l proseso a EVO es por pedofilo abusar de niñas por eso es el poseso,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0,
Tuto también es masista porque lo ayudo a Evo a escapar... Tuto siempre fue masista tuto nos engañó a todos.... odio a Tuto porque es masista,75.0,70.0,80.0,15.0,10.0,20.0,78.75,-1.0,
"Este si es un perro cobarde y traicionero la desesperacion le esta llevando a la guillotina seran ellos mismos los verdugos de su propia medicina, masistas disfrazados de su PDC, en otras palabras #P#roceso #D#e #C.ambio, todos se van a la chirola basta de estos abusivos.",80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0,
Más packpaku con estos Paz. ... siembra dudas y será peor como la ambición de queré entrar al poder es todo sucio.....eso debía mencionar cuando estaba como diputado....en la asamblea....no tiene coraje,85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0,
"Si hubo fraude con un padrón sucio viciado , pq ahora votamos con el mismo padrón , y a los candidatos q gritaban fraude . Lo q se estan buscando es q el pueblo se levante como en el país de Nepal",70.0,65.0,80.0,20.0,15.0,25.0,74.5,-1.0,
Rodrigo nos quieren seguir tomando por tontos e ignorantes... es un sin vergüenza,75.0,70.0,85.0,15.0,10.0,20.0,79.5,-1.0,
Rodrigo no tienes por que decimular por que eres masista tu jefe es Evo,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0,
Este nariz de bruja jura que va ganar,85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0,
Que viejo más feo,90.0,85.0,90.0,5.0,0.0,5.0,91.5,-1.0,
Rata inmunda,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0,
Tu estás otro de promesas con que moral habla😡,75.0,70.0,80.0,15.0,10.0,20.0,78.75,-1.0,
"TUTO estaba poniendo de ministro a Murillo, cómo siempre metido en cada desastre",70.0,65.0,80.0,20.0,15.0,25.0,74.5,-1.0,
Hay 1 millón de inscritos fantasmas que no votaron en las pasadas elecciones y que se las guardaron para estea segunda vuelta.,85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0,
Es un plan para engañar y q voten por él,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0,
HDP. No creas que eres líder. Solo apoyamos por no apoyar a Tuto. No juegues con el pueblo puede que no dures ni un año. El Revocatorio es un arma democratica y ya sabes que ganamos con el voto nulo.,75.0,70.0,80.0,15.0,10.0,20.0,78.75,-1.0,
DE LA POLITICA POPULISTA HICIERON NEGOCIO ROBANDO Y ENGAÑANDO A LOS MAS HUMILDES POR SU CONDICIÓN DE IGNORANCIA.,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0,
